"order_id","courier_id","courier_age_years","courier_rating_1_to_5","restaurant_latitude_deg","restaurant_longitude_deg","customer_latitude_deg","customer_longitude_deg","order_type","vehicle_type","temperature_celsius","humidity_percent","precipitation_mm","weather_description","traffic_level","distance_km","delivery_time_min","order_type_factor","vehicle_type_factor","traffic_level_cleaned","traffic_level_factor","weather_description_cleaned","weather_category","long_delivery_flag","average_speed_kmph"
"6AE3","RANCHIRES13DEL02",26,4.7,23.374989,85.335486,23.424989,85.385486,"Snack ","scooter ",21.27,78,0,"mist","High",10.34,40.1,"Snack","scooter","high","high","mist","Rainy",1,15.4713216957606
"DBC2","KOCRES19DEL03",35,4.8,9.960846,76.293936,10.020846,76.353936,"Snack ","motorcycle ",24.91,86,0,"clear sky","Moderate",12.71,29.83333333,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,25.5620111760404
"C52F","DEHRES03DEL02",34,4.7,30.335259,78.053162,30.355259,78.073162,"Drinks ","motorcycle ",17.44,76,0,"clear sky","Very Low",3.63,17.96666667,"Drinks","motorcycle","very low","very low","clear sky","Clear",0,12.1224489773428
"C27D","ALHRES13DEL03",32,4.9,25.451646,81.832796,25.591646,81.972796,"Drinks ","motorcycle ",25.02,44,0,"clear sky","Very High",24.75,55.26666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,26.8697225556773
"8D0A","MYSRES11DEL02",26,4.7,12.323225,76.630028,12.343225,76.650028,"Buffet ","scooter ",20.55,67,0,"clear sky","Low",4.96,16.1,"Buffet","scooter","low","low","clear sky","Clear",0,18.4844720496894
"B8CD","SURRES010DEL02",29,4.7,21.17106,72.789292,21.19106,72.809292,"Snack ","scooter ",24.99,73,0,"mist","Very Low",3.3,15.75,"Snack","scooter","very low","very low","mist","Rainy",0,12.5714285714286
"E1B4","AGRRES010DEL03",38,4.5,27.163303,78.057044,27.253303,78.147044,"Snack ","motorcycle ",25.53,38,0,"clear sky","High",28.62,41.88333333,"Snack","motorcycle","high","high","clear sky","Clear",1,40.999602072503
"1C66","JAPRES09DEL02",29,4.2,26.911378,75.789034,26.961378,75.839034,"Buffet ","motorcycle ",23.81,46,0,"haze","Moderate",10.7,31.1,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,20.6430868167203
"2B4C","PUNERES18DEL03",26,4.3,18.593481,73.785901,18.653481,73.845901,"Meal ","motorcycle ",22.68,49,0,"clear sky","Moderate",13.2,26.05,"Meal","motorcycle","moderate","moderate","clear sky","Clear",0,30.4030710172745
"38D0","VADRES13DEL02",35,4.9,22.310237,73.158921,22.440237,73.288921,"Drinks ","motorcycle ",25.93,57,0,"haze","High",24.44,49.1,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,29.8655804480652
"D2BE","LUDHRES12DEL02",26,4.8,30.893244,75.821817,30.943244,75.871817,"Snack ","scooter ",23.9,38,0,"clear sky","Moderate",11.5,26.1,"Snack","scooter","moderate","moderate","clear sky","Clear",0,26.4367816091954
"9E4C","INDORES08DEL01",29,4.8,22.725748,75.898497,22.795748,75.968497,"Drinks ","scooter ",23.13,60,0,"haze","High",16.66,44.31666667,"Drinks","scooter","high","high","haze","Poor Visibility",1,22.5558480614851
"487C","SURRES010DEL02",22,5,21.17106,72.789292,21.22106,72.839292,"Snack ","motorcycle ",24.92,73,0,"mist","Low",9.13,27.18333333,"Snack","motorcycle","low","low","mist","Rainy",0,20.1520539571002
"8D5","PUNERES19DEL03",29,4.6,18.563934,73.915367,18.623935,73.975367,"Meal ","bicycle ",23.39,47,0,"clear sky","High",14.96,37.26666667,"Meal","bicycle","high","high","clear sky","Clear",0,24.085867618597
"63FD","HYDRES19DEL02",22,5,17.458998,78.500366,17.478998,78.520366,"Drinks ","scooter ",23.78,57,0,"haze","Low",4.88,22.58333333,"Drinks","scooter","low","low","haze","Poor Visibility",0,12.9653136550502
"4ECA","JAPRES11DEL01",26,4.9,26.90294,75.793007,26.91294,75.803007,"Meal ","motorcycle ",23.67,46,0,"haze","Very Low",1.97,6.683333333,"Meal","motorcycle","very low","very low","haze","Poor Visibility",0,17.6857855370417
"8FF9","HYDRES15DEL03",22,4.9,17.45971,78.368855,17.48971,78.398855,"Meal ","scooter ",23.73,57,0,"haze","Low",6.97,17.98333333,"Meal","scooter","low","low","haze","Poor Visibility",0,23.2548656206218
"82C6","MYSRES16DEL02",37,4.6,12.316967,76.603067,12.366967,76.653067,"Buffet ","motorcycle ",20.61,67,0,"clear sky","High",13.43,36,"Buffet","motorcycle","high","high","clear sky","Clear",0,22.3833333333333
"5486","COIMBRES19DEL02",35,4.7,11.022298,76.998349,11.102298,77.078349,"Buffet ","scooter ",26.08,65,0,"haze","Moderate",14.78,31.28333333,"Buffet","scooter","moderate","moderate","haze","Poor Visibility",0,28.34736281602
"2765","SURRES12DEL01",23,5,21.183434,72.814492,21.193434,72.824492,"Drinks ","scooter ",24.91,73,0,"mist","Very Low",2.2,20.58333333,"Drinks","scooter","very low","very low","mist","Rainy",0,6.41295546662558
"AC8C","JAPRES12DEL03",20,4.1,26.902908,75.792934,27.042908,75.932934,"Meal ","scooter ",23.83,29,0,"clear sky","Very High",29.44,46.73333333,"Meal","scooter","very high","very high","clear sky","Clear",1,37.7974322423536
"4BD","HYDRES15DEL02",29,4.6,17.45971,78.368855,17.53971,78.448855,"Meal ","electric_scooter ",23.65,57,0,"haze","Very High",22.49,53.15,"Meal","electric_scooter","very high","very high","haze","Poor Visibility",1,25.3885230479774
"B16A","MYSRES12DEL01",33,4.9,12.284747,76.625861,12.354747,76.695861,"Meal ","scooter ",20.61,67,0,"clear sky","High",16.95,39.1,"Meal","scooter","high","high","clear sky","Clear",0,26.0102301790281
"7068","COIMBRES07DEL02",22,4.2,10.96185,76.971082,10.98185,76.991082,"Meal ","motorcycle ",26.01,65,0,"haze","Moderate",7.94,24.13333333,"Meal","motorcycle","moderate","moderate","haze","Poor Visibility",0,19.7403314944393
"DA7F","LUDHRES18DEL02",33,3.9,30.890184,75.829615,31.020184,75.959615,"Meal ","scooter ",23.46,39,0,"clear sky","Very High",44.75,54.91666667,"Meal","scooter","very high","very high","clear sky","Clear",1,48.8922609985498
"1436","CHENRES010DEL03",37,4.7,13.066762,80.251865,13.156762,80.341865,"Snack ","scooter ",28.44,82,0,"overcast clouds","Very High",22.5,64.65,"Snack","scooter","very high","very high","overcast clouds","Clear",1,20.8816705336427
"1CAD","RANCHIRES05DEL02",20,4.9,23.355164,85.324097,23.435164,85.404097,"Meal ","motorcycle ",21.17,78,0,"mist","High",15.49,34.75,"Meal","motorcycle","high","high","mist","Rainy",0,26.7453237410072
"190E","HYDRES07DEL02",36,4.8,17.424114,78.347554,17.554114,78.477554,"Drinks ","electric_scooter ",23.69,57,0,"haze","Very High",30.66,72.46666667,"Drinks","electric_scooter","very high","very high","haze","Poor Visibility",1,25.3854645802491
"3EE1","PUNERES18DEL01",37,4.4,18.593481,73.785901,18.663481,73.855901,"Meal ","scooter ",22.68,49,0,"clear sky","High",15.81,33.1,"Meal","scooter","high","high","clear sky","Clear",0,28.6586102719033
"DC3B","LUDHRES03DEL01",23,2.8,30.88722,75.804893,30.95722,75.874893,"Snack ","motorcycle ",23.81,38,0,"clear sky","Moderate",14.5,33.73333333,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,25.7905138365406
"965","MUMRES08DEL01",29,4.6,19.065838,72.832658,19.175838,72.942658,"Buffet ","motorcycle ",28.86,54,0,"smoke","Very High",26.66,63.58333333,"Buffet","motorcycle","very high","very high","smoke","Poor Visibility",1,25.1575360432586
"845","SURRES20DEL03",20,4.6,21.15276,72.778059,21.18276,72.808059,"Buffet ","motorcycle ",24.95,73,0,"mist","Low",6.21,19.46666667,"Buffet","motorcycle","low","low","mist","Rainy",0,19.1404109556266
"B58A","MYSRES01DEL01",25,4.9,12.311072,76.654878,12.321072,76.664878,"Meal ","scooter ",20.38,67,0,"clear sky","Very Low",3.15,9.983333333,"Meal","scooter","very low","very low","clear sky","Clear",0,18.9315525882782
"9DD9","MYSRES05DEL01",23,4.1,12.323978,76.627961,12.393978,76.697961,"Buffet ","scooter ",20.8,67,0,"clear sky","Moderate",16.25,29.6,"Buffet","scooter","moderate","moderate","clear sky","Clear",0,32.9391891891892
"2DB0","HYDRES06DEL02",28,4.9,17.455894,78.375467,17.505894,78.425467,"Buffet ","scooter ",23.71,57,0,"haze","Moderate",11.31,32.15,"Buffet","scooter","moderate","moderate","haze","Poor Visibility",0,21.1073094867807
"4.00E+71","MUMRES11DEL01",32,4.6,18.994237,72.825553,19.034237,72.865553,"Drinks ","motorcycle ",28.99,54,0,"smoke","Moderate",10.12,39.4,"Drinks","motorcycle","moderate","moderate","smoke","Poor Visibility",0,15.4111675126904
"223D","HYDRES19DEL01",26,4.5,17.458998,78.500366,17.498998,78.540366,"Meal ","motorcycle ",23.8,57,0,"haze","Moderate",8.45,22.35,"Meal","motorcycle","moderate","moderate","haze","Poor Visibility",0,22.6845637583893
"106C","CHENRES14DEL01",29,4.6,13.026279,80.174568,13.096279,80.244568,"Buffet ","motorcycle ",28.36,81,0,"mist","High",16.71,48.31666667,"Buffet","motorcycle","high","high","mist","Rainy",1,20.7506036550017
"669A","RANCHIRES07DEL02",22,4.6,23.359407,85.325055,23.379407,85.345055,"Drinks ","motorcycle ",21.04,78,0,"mist","Low",3.87,27.1,"Drinks","motorcycle","low","low","mist","Rainy",0,8.56826568265683
"2D31","COIMBRES19DEL02",27,4.9,11.022298,76.998349,11.102298,77.078349,"Drinks ","scooter ",26.08,65,0,"haze","Moderate",14.78,38.28333333,"Drinks","scooter","moderate","moderate","haze","Poor Visibility",0,23.1641271243504
"4.00E+20","INDORES09DEL01",28,4.9,22.725835,75.887648,22.795835,75.957648,"Drinks ","scooter ",23.15,60,0,"haze","High",16.74,45.33333333,"Drinks","scooter","high","high","haze","Poor Visibility",1,22.1558823545703
"1595","VADRES11DEL01",26,4.8,22.308096,73.167753,22.348096,73.207753,"Meal ","motorcycle ",26.03,57,0,"haze","Low",8.46,19.11666667,"Meal","motorcycle","low","low","haze","Poor Visibility",0,26.5527462900518
"9211","MYSRES17DEL02",26,4.7,12.326356,76.619103,12.456356,76.749103,"Meal ","motorcycle ",20.23,67,0,"clear sky","High",26.19,38.16666667,"Meal","motorcycle","high","high","clear sky","Clear",0,41.1720523981509
"4490","MUMRES01DEL01",20,5,19.12663,72.829976,19.13663,72.839976,"Snack ","electric_scooter ",28.92,54,0,"smoke","Very Low",2.15,18.96666667,"Snack","electric_scooter","very low","very low","smoke","Poor Visibility",0,6.8014059742001
"D36D","GOARES01DEL01",25,4.5,15.576683,73.75575,15.586683,73.76575,"Snack ","electric_scooter ",28.81,70,0,"scattered clouds","Very Low",2.76,16.38333333,"Snack","electric_scooter","very low","very low","scattered clouds","Clear",0,10.1078331658409
"85FC","BANGRES12DEL03",21,3.7,12.939496,77.625999,12.999496,77.685999,"Drinks ","motorcycle ",22.98,74,0,"haze","High",12.58,42.21666667,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,17.8791946294608
"E00","MUMRES11DEL03",31,4,18.994237,72.825553,19.024237,72.855553,"Drinks ","motorcycle ",28.98,54,0,"smoke","Moderate",7.3,36.06666667,"Drinks","motorcycle","moderate","moderate","smoke","Poor Visibility",0,12.1441774480458
"9FB3","MYSRES12DEL01",25,3.2,12.284747,76.625861,12.394747,76.735861,"Meal ","scooter ",20.7,67,0,"clear sky","Very High",26.72,51.65,"Meal","scooter","very high","very high","clear sky","Clear",1,31.0396902226525
"D61","JAPRES03DEL01",29,4.6,26.913483,75.803139,26.983483,75.873139,"Snack ","scooter ",23.83,46,0,"haze","Moderate",12.43,29.46666667,"Snack","scooter","moderate","moderate","haze","Poor Visibility",0,25.3099547482681
"7612","HYDRES19DEL01",35,4.7,17.458998,78.500366,17.468998,78.510366,"Drinks ","scooter ",23.82,57,0,"haze","Very Low",2.13,17.38333333,"Drinks","scooter","very low","very low","haze","Poor Visibility",0,7.35186960831292
"2A7B","VADRES010DEL01",36,4.1,22.310329,73.169083,22.380329,73.239083,"Buffet ","motorcycle ",25.99,57,0,"haze","Moderate",13.82,33.36666667,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,24.8511488486662
"95EE","SURRES03DEL02",23,5,21.186884,72.793616,21.266884,72.873616,"Meal ","motorcycle ",24.93,43,0,"clear sky","High",17.73,35.25,"Meal","motorcycle","high","high","clear sky","Clear",0,30.1787234042553
"9EDF","VADRES03DEL02",32,4.7,22.32,73.17,22.4,73.25,"Snack ","electric_scooter ",25.96,57,0,"haze","Moderate",16.86,33.68333333,"Snack","electric_scooter","moderate","moderate","haze","Poor Visibility",0,30.0326571034174
"6110","JAPRES04DEL03",22,4.9,26.902328,75.794257,26.932328,75.824257,"Buffet ","motorcycle ",23.68,46,0,"haze","Low",6.11,17.68333333,"Buffet","motorcycle","low","low","haze","Poor Visibility",0,20.731385489299
"77B","CHENRES11DEL02",30,4.7,13.064181,80.236442,13.194181,80.366442,"Drinks ","scooter ",28.43,75,0,"overcast clouds","Very High",29.14,80.86666667,"Drinks","scooter","very high","very high","overcast clouds","Clear",1,21.6207749372786
"2465","CHENRES19DEL02",21,4.2,12.986047,80.218114,13.116047,80.348114,"Meal ","electric_scooter ",28.49,82,0,"overcast clouds","Very High",30.86,75.31666667,"Meal","electric_scooter","very high","very high","overcast clouds","Clear",1,24.5842000431695
"5D11","MYSRES04DEL03",30,3.7,12.3085,76.665808,12.3985,76.755808,"Meal ","scooter ",20.58,68,0,"clear sky","High",19.64,40.28333333,"Meal","scooter","high","high","clear sky","Clear",1,29.2527927206663
"B3EE","JAPRES17DEL01",26,4.9,26.892312,75.806896,27.002312,75.916896,"Buffet ","motorcycle ",23.95,28,0,"clear sky","High",20.18,43.16666667,"Buffet","motorcycle","high","high","clear sky","Clear",1,28.0494208472549
"6B5E","MYSRES04DEL02",20,4.6,12.3085,76.665808,12.3885,76.745808,"Meal ","scooter ",20.56,68,0,"clear sky","Very High",19.25,55.68333333,"Meal","scooter","very high","very high","clear sky","Clear",1,20.7422927279702
"5F3B","INDORES20DEL02",35,4.7,22.732225,75.874765,22.812225,75.954765,"Drinks ","motorcycle ",23.18,60,0,"haze","High",17.09,48.36666667,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,21.2005513424397
"D3A6","KNPRES14DEL03",25,4.6,26.463504,80.372929,26.523504,80.432929,"Drinks ","scooter ",25.44,42,0,"clear sky","Moderate",11.41,33.31666667,"Drinks","scooter","moderate","moderate","clear sky","Clear",0,20.5482741350127
"3.00E+49","MYSRES07DEL02",32,4,12.325461,76.632278,12.345461,76.652278,"Snack ","motorcycle ",20.55,67,0,"clear sky","Low",4.74,16.7,"Snack","motorcycle","low","low","clear sky","Clear",0,17.0299401197605
"9897","INDORES06DEL02",20,4.8,22.728163,75.884212,22.778163,75.934212,"Drinks ","motorcycle ",23.09,60,0,"haze","Moderate",11.77,37.23333333,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,18.9668755612325
"D3CC","LUDHRES06DEL03",21,4.7,30.895204,75.822103,30.955204,75.882103,"Snack ","motorcycle ",23.81,38,0,"clear sky","Moderate",13.1,30.51666667,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,25.7564172555154
"19EA","COIMBRES04DEL03",25,4.7,11.024839,77.007003,11.084839,77.067003,"Meal ","motorcycle ",25.96,65,0,"haze","Moderate",11.45,26.41666667,"Meal","motorcycle","moderate","moderate","haze","Poor Visibility",0,26.0063091449834
"7C31","COIMBRES08DEL03",31,5,11.001852,76.976268,11.031852,77.006268,"Meal ","scooter ",25.86,65,0,"haze","Low",6.22,20.96666667,"Meal","scooter","low","low","haze","Poor Visibility",0,17.7996820321463
"8290","MYSRES20DEL01",32,4.8,12.337978,76.616792,12.447978,76.726792,"Meal ","motorcycle ",20.62,67,0,"clear sky","Moderate",20.5,23.8,"Meal","motorcycle","moderate","moderate","clear sky","Clear",0,51.6806722689076
"CFAD","KOLRES14DEL02",25,4,22.552996,88.35231,22.602996,88.40231,"Meal ","motorcycle ",27.99,65,0,"haze","Moderate",10.14,30.1,"Meal","motorcycle","moderate","moderate","haze","Poor Visibility",0,20.2126245847176
"3CE6","HYDRES14DEL01",27,4.6,17.426228,78.407495,17.466228,78.447495,"Drinks ","scooter ",23.96,57,0,"haze","Moderate",12.95,37.93333333,"Drinks","scooter","moderate","moderate","haze","Poor Visibility",0,20.4833040439792
"B81F","MYSRES03DEL02",32,4.2,12.299524,76.64262,12.319524,76.66262,"Drinks ","motorcycle ",20.38,67,0,"clear sky","Low",4.9,21.88333333,"Drinks","motorcycle","low","low","clear sky","Clear",0,13.4348819517799
"5641","VADRES14DEL01",24,4.8,22.311603,73.165012,22.321603,73.175012,"Meal ","motorcycle ",26.01,57,0,"haze","Very Low",4,9.6,"Meal","motorcycle","very low","very low","haze","Poor Visibility",0,25
"7AB2","CHENRES08DEL01",34,4.5,13.022394,80.242439,13.092394,80.312439,"Drinks ","motorcycle ",28.49,81,0,"mist","Very High",19.89,67.15,"Drinks","motorcycle","very high","very high","mist","Rainy",1,17.7721518987342
"25BE","MUMRES20DEL01",25,4.7,19.103249,72.846749,19.213249,72.956749,"Buffet ","motorcycle ",28.86,54,0,"smoke","Very High",29.59,63.13333333,"Buffet","motorcycle","very high","very high","smoke","Poor Visibility",1,28.1214361155291
"2CCF","SURRES07DEL01",25,5,21.170798,72.790489,21.240798,72.860489,"Meal ","motorcycle ",24.95,73,0,"mist","Moderate",13.54,31.45,"Meal","motorcycle","moderate","moderate","mist","Rainy",0,25.8314785373609
"6688","JAPRES18DEL03",38,4.8,26.913987,75.752891,26.943987,75.782891,"Snack ","scooter ",23.61,46,0,"haze","Low",8.25,22.96666667,"Snack","scooter","low","low","haze","Poor Visibility",0,21.5529753234321
"8184","RANCHIRES08DEL03",24,4.6,23.353783,85.326967,23.383783,85.356967,"Snack ","scooter ",21.14,78,0,"mist","Low",5.55,25.03333333,"Snack","scooter","low","low","mist","Rainy",0,13.30226365024
"17F4","HYDRES12DEL01",35,4.7,17.429585,78.392621,17.539585,78.502621,"Meal ","scooter ",23.55,57,0,"haze","Very High",25.61,52.13333333,"Meal","scooter","very high","very high","haze","Poor Visibility",1,29.4744245543142
"8A14","SURRES15DEL01",21,4.7,21.160522,72.771477,21.200522,72.811477,"Snack ","motorcycle ",24.99,73,0,"mist","Low",7.31,23.58333333,"Snack","motorcycle","low","low","mist","Rainy",0,18.5978798612859
"6A91","HYDRES06DEL02",29,4.6,17.455894,78.375467,17.505894,78.425467,"Buffet ","motorcycle ",23.71,57,0,"haze","Moderate",11.31,32.16666667,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,21.0963730548087
"40EE","MYSRES03DEL01",38,4.9,12.299524,76.64262,12.339524,76.68262,"Buffet ","motorcycle ",20.61,67,0,"clear sky","Low",10.28,21.9,"Buffet","motorcycle","low","low","clear sky","Clear",0,28.1643835616438
"4.00E+83","HYDRES04DEL02",21,4.9,17.411028,78.329645,17.541028,78.459645,"Meal ","scooter ",23.71,57,0,"haze","Very High",53.49,56.48333333,"Meal","scooter","very high","very high","haze","Poor Visibility",1,56.8203009770918
"9649","INDORES18DEL03",27,4.9,22.753839,75.897429,22.843839,75.987429,"Snack ","motorcycle ",23.26,44,0,"clear sky","High",18.57,37.91666667,"Snack","motorcycle","high","high","clear sky","Clear",0,29.3854945029112
"1CFE","COIMBRES03DEL02",30,4,11.025083,77.015393,11.045083,77.035393,"Snack ","motorcycle ",25.94,65,0,"haze","Low",5.1,16.81666667,"Snack","motorcycle","low","low","haze","Poor Visibility",0,18.1962338913387
"95D0","SURRES11DEL01",29,4.6,21.157735,72.768778,21.197735,72.808778,"Meal ","scooter ",24.99,73,0,"mist","Low",7.64,21,"Meal","scooter","low","low","mist","Rainy",0,21.8285714285714
"57F5","JAPRES20DEL02",21,4.5,26.956431,75.776649,26.976431,75.796649,"Drinks ","scooter ",23.4,46,0,"haze","Low",5.11,26.85,"Drinks","scooter","low","low","haze","Poor Visibility",0,11.4189944134078
"2527","CHENRES07DEL01",21,4.6,13.081878,80.248519,13.121878,80.288519,"Meal ","motorcycle ",28.38,81,0,"mist","Moderate",9.03,29.21666667,"Meal","motorcycle","moderate","moderate","mist","Rainy",0,18.5442099237257
"D2BC","DEHRES13DEL01",32,3.9,30.366322,78.070453,30.476322,78.180453,"Meal ","scooter ",13.72,89,0,"clear sky","Very High",33.83,80,"Meal","scooter","very high","very high","clear sky","Clear",1,25.3725
"93B8","HYDRES11DEL01",24,4.8,17.430448,78.418213,17.440448,78.428213,"Meal ","motorcycle ",23.9,57,0,"haze","Low",2.92,12.91666667,"Meal","motorcycle","low","low","haze","Poor Visibility",0,13.5638709642416
"56C8","HYDRES05DEL03",22,5,17.433809,78.386744,17.493809,78.446744,"Meal ","motorcycle ",23.9,57,0,"haze","High",14.93,37.81666667,"Meal","motorcycle","high","high","haze","Poor Visibility",0,23.6879682658715
"BC3C","BANGRES13DEL02",26,4.4,12.935662,77.61413,13.065662,77.74413,"Drinks ","scooter ",22.14,74,0,"haze","Very High",25.19,61.01666667,"Drinks","scooter","very high","very high","haze","Poor Visibility",1,24.7702813425419
"4523","INDORES18DEL01",38,4.8,22.753839,75.897429,22.823839,75.967429,"Buffet ","motorcycle ",23.23,44,0,"clear sky","Moderate",15.81,27.41666667,"Buffet","motorcycle","moderate","moderate","clear sky","Clear",0,34.5993920930578
